route_number,route_name,origin_value,origin_name,destination_value,destination_name,timing,scraped_at
101,101,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,POONAMALLEE B.S,POONAMALLEE B.S,06:00,2026-01-12T13:29:41.375471
101,101,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,POONAMALLEE B.S,POONAMALLEE B.S,06:10,2026-01-12T13:29:41.375471
101,101,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,POONAMALLEE B.S,POONAMALLEE B.S,06:25,2026-01-12T13:29:41.375471
101,101,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,POONAMALLEE B.S,POONAMALLEE B.S,06:30,2026-01-12T13:29:41.375471
101,101,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,POONAMALLEE B.S,POONAMALLEE B.S,06:35,2026-01-12T13:29:41.375471
101,101,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,POONAMALLEE B.S,POONAMALLEE B.S,08:45,2026-01-12T13:29:41.375471
101,101,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,POONAMALLEE B.S,POONAMALLEE B.S,09:15,2026-01-12T13:29:41.375471
101,101,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,THIRUVOTRIYUR,THIRUVOTRIYUR,04:10,2026-01-12T13:29:46.459944
101,101,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,THIRUVOTRIYUR,THIRUVOTRIYUR,04:20,2026-01-12T13:29:46.459944
101,101,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,THIRUVOTRIYUR,THIRUVOTRIYUR,04:40,2026-01-12T13:29:46.459944
101,101,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,THIRUVOTRIYUR,THIRUVOTRIYUR,05:00,2026-01-12T13:29:46.459944
101,101,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,THIRUVOTRIYUR,THIRUVOTRIYUR,05:20,2026-01-12T13:29:46.459944
101,101,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,THIRUVOTRIYUR,THIRUVOTRIYUR,05:50,2026-01-12T13:29:46.459944
101,101,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,THIRUVOTRIYUR,THIRUVOTRIYUR,06:20,2026-01-12T13:29:46.459944
101,101,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,THIRUVOTRIYUR,THIRUVOTRIYUR,08:30,2026-01-12T13:29:46.459944
101,101,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,THIRUVOTRIYUR,THIRUVOTRIYUR,12:35,2026-01-12T13:29:46.459944
101,101,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,THIRUVOTRIYUR,THIRUVOTRIYUR,13:35,2026-01-12T13:29:46.459944
101,101,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,THIRUVOTRIYUR,THIRUVOTRIYUR,14:00,2026-01-12T13:29:46.459944
101,101,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,THIRUVOTRIYUR,THIRUVOTRIYUR,14:40,2026-01-12T13:29:46.459944
101,101,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,THIRUVOTRIYUR,THIRUVOTRIYUR,15:35,2026-01-12T13:29:46.459944
101,101,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,THIRUVOTRIYUR,THIRUVOTRIYUR,16:15,2026-01-12T13:29:46.459944
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,07:10,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,07:48,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,08:04,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,08:36,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,08:52,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,09:30,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,09:50,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,10:10,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,10:30,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,10:47,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,11:00,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,11:45,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,12:00,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,12:10,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,12:25,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,12:35,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,12:55,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,13:15,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,13:30,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,13:35,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,13:40,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,14:05,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,14:15,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,14:20,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,14:30,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,14:40,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,15:30,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,15:45,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,16:20,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,BROADWAY,BROADWAY,18:10,2026-01-12T13:29:58.321938
101,101,POONAMALLEE B.S,POONAMALLEE B.S,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,19:20,2026-01-12T13:30:03.399391
101,101,POONAMALLEE B.S,POONAMALLEE B.S,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,19:37,2026-01-12T13:30:03.399391
101,101,POONAMALLEE B.S,POONAMALLEE B.S,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,19:45,2026-01-12T13:30:03.399391
101,101,POONAMALLEE B.S,POONAMALLEE B.S,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,19:50,2026-01-12T13:30:03.399391
101,101,POONAMALLEE B.S,POONAMALLEE B.S,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,20:15,2026-01-12T13:30:03.399391
101,101,POONAMALLEE B.S,POONAMALLEE B.S,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,20:30,2026-01-12T13:30:03.399391
101,101,POONAMALLEE B.S,POONAMALLEE B.S,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,20:35,2026-01-12T13:30:03.399391
101,101,POONAMALLEE B.S,POONAMALLEE B.S,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,21:00,2026-01-12T13:30:03.399391
101,101,POONAMALLEE B.S,POONAMALLEE B.S,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,21:10,2026-01-12T13:30:03.399391
101,101,POONAMALLEE B.S,POONAMALLEE B.S,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,21:30,2026-01-12T13:30:03.399391
101,101,POONAMALLEE B.S,POONAMALLEE B.S,M.G.R.KOYAMBEDU,M.G.R.KOYAMBEDU,21:40,2026-01-12T13:30:03.399391
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,00:30,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,01:10,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,02:05,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,02:30,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,05:05,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,05:25,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,05:55,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,06:05,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,06:15,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,06:20,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,06:25,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,06:40,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,06:50,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,06:55,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,07:20,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,07:25,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,07:30,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,07:35,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,07:40,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,07:55,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,08:10,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,08:30,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,08:45,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,09:00,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,09:15,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,09:25,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,09:35,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,09:55,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,10:00,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,10:05,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,10:15,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,10:20,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,10:25,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,10:35,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,10:45,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,10:50,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,10:55,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,11:05,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,11:20,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,11:35,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,11:40,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,11:50,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,12:05,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,12:15,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,12:20,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,12:30,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,12:50,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,13:10,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,13:25,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,13:55,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,14:00,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,14:10,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,14:25,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,14:35,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,14:45,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,14:55,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,15:00,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,15:05,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,15:15,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,15:25,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,15:35,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,15:50,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,15:55,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,16:00,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,16:10,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,16:15,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,16:25,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,16:30,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,16:35,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,16:40,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,16:45,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,16:50,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,17:05,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,17:10,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,17:15,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,17:20,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,17:23,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,17:35,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,17:40,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,17:45,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,18:15,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,18:35,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,18:40,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,18:50,2026-01-12T13:30:08.486617
101,101,POONAMALLEE B.S,POONAMALLEE B.S,THIRUVOTRIYUR,THIRUVOTRIYUR,18:55,2026-01-12T13:30:08.486617
